Title;Authors;Venue;Year;Library;I1;I2;I3;I4;I5;I6;E1;E2;E3;E4;Included
Model co-evolution and consistency management (MCCM'08);Deridder D., Gray J., Pierantonio A., Schobbens P.-Y.;Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics);2009;Scopus;O;O;O;;;;;;;;
Model Driven capabilities of the DA-GRS model;Casteigts, A.;Autonomic and Autonomous Systems, 2006. ICAS '06. 2006 International Conference on;2006;IEEE ;O;O;O;;;;;;;;
Model Driven Control;"Akzhalova, A.; Duzbayev, N.; Poernomo, I.";EDOC Conference Workshop, 2007. EDOC '07. Eleventh International IEEE;2007;IEEE ;O;O;O;;;;;;;;
Model driven design for flexure-based Microrobots;Doshi N., Goldberg B., Sahai R., Jafferis N., Aukes D., Wood R.J., Paulson J.A.;C;2015;SCOPUS;;-;;;x;x;;;;;
Model driven design for flexure-based Microrobots;N. Doshi B. Goldberg R. Sahai N. Jafferis D. Aukes R. J. Wood J. A. Paulson;2015 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS);2015;IEEE;o;o;;;;;;;;;
Model Driven Design of Reliable Robot Control Programs Using the jABC;"Jorges, S.; Kubczak, C.; Pageau, F.; Margaria, T.";Engineering of Autonomic and Autonomous Systems, 2007. EASe '07. Fourth IEEE International Workshop on;2007;IEEE ;X;X;X;X;X;X;O;O;O;O;YES
Model driven developed machine vision system for service robotics;"Grigorescu, S.M.; Prenzel, O.; Graser, A.";Optimization of Electrical and Electronic Equipment (OPTIM), 2010 12th International Conference on;2010;IEEE ;;;;;;;;;;;
Model Driven Development for Embedded Systems;Ito, Kunihihiko and Matsuura, Saeko;Proceedings of the 9th WSEAS International Conference on Software Engineering, Parallel and Distributed Systems;2010;ACM;;;;;;O;;;;;
Model driven development of mobile applications using drools knowledge-based rule;"E. E. Thu; N. Nwe";2017 IEEE 15th International Conference on Software Engineering Research, Management and Applications (SERA);2017;IEEE;NO;;;;;;;;;;
Model Driven Development of Semantic Web Enabled Multi-Agent Systems;"Kardas G;Goknil A;Dikenelli O;Topaloglu N;";International Journal of Cooperative Information Systems;2009;WOS;;;;;;O;;;;;
Model driven engineering approach to design sensing and actuation subsystems;Goncalves F.S., Becker L.B.,;C;2016;SCOPUS;X;X;X;X;X;X;O;O;O;O;YES
Model Driven Engineering for the Implementation of User Roles in Industrial Service Robot Applications ;"Bubeck, Alexander; Maidel, Benjamin & Lopez, Felipe Garcia";Procedia Technology ;2014;ScienceDirect;;;;;;;;;;;YES
Model driven language framework to automate command and data handling code generation;M. Deshmukh B. Weps P. Isidro A. Gerndt;2015 IEEE Aerospace Conference;2015;IEEE;o;o;;;;;;;;;
Model driven mechatronic design optimization of a linear axis press tending robot;"Patel, R.; Pons, R.; Casanelles, R.; Westrom, J.; Andersson, H.; Wappling, D.; Xiaolong Feng";Robotics (ISR), 2013 44th International Symposium on;2013;IEEE ;O;O;O;;;;;;;;
Model driven middleware: A new paradigm for developing distributed real-time and embedded systems;Gokhale A., Balasubramanian K., Krishna A.S., Balasubramanian J., Edwards G., Deng G., Turkay E., Parsons J., Schmidt D.C.;Science of Computer Programming;2008;Scopus;O;O;O;;;;;;;;
Model driven performance analysis of Human Machine Interface Framework for In-vehicle Infotainment systems;Sharma H., Ramani A.K.;Lecture Notes in Engineering and Computer Science;2007;Scopus;o;o;o;;;;;;;;
Model driven prediction and control;Akzhalova A., Altayeva A., Duzbayev N.;Journal of Object Technology;2007;Scopus;O;O;O;;;;;;;;
Model driven QoS management via dynamic programming;"Akzhalova, A.; Gani, M.; Poernomo, I.";Enterprise Distributed Object Computing Conference Workshops, 2008 12th;2008;IEEE ;O;O;O;;;;;;;;
Model Driven RichUbi - A Model-Driven Process to Construct Rich Interfaces for Context-Sensitive Ubiquitous Applications;"Cirilo, C.E.; Do Prado, A.F.; de Souza, W.L.; Zaina, L.A.M.";Software Engineering (SBES), 2010 Brazilian Symposium on;2010;IEEE ;O;O;O;;;;;;;;
Model driven software development for Human-Machine Interaction systems;Ramaswamy A., Monsuez B., Tapus A.;ACM/IEEE International Conference on Human-Robot Interaction;2014;Scopus;;;;O;;;;;;;
Model driven state estimation for target pursuit;"Basit, A.; Dailey, M.N.; Laksanacharoen, P.";Control Automation Robotics & Vision (ICARCV), 2012 12th International Conference on;2012;IEEE ;O;O;O;;;;;;;;
Model Driven System Engineering for vehicle system utilizing Model Driven Architecture approach and hardware-in-the-loop simulation;"Seng Chong; Chi-Biu Wong; Haibo Jia; Hongtao Pan; Moore, P.; Kalawsky, R.; O'Brien, J.";Mechatronics and Automation (ICMA), 2011 International Conference on;2011;IEEE ;O;O;O;;;;;;;;
Model driven systems engineering for developing cooperative vehicle systems;Hadderingh H.;15th World Congress on Intelligent Transport Systems and ITS America Annual Meeting 2008;2008;Scopus;O;O;O;;;;;;;;
Model driven testing of embedded automotive systems with timed usage models;"Siegl, S.; Hielscher, K.-S.; German, R.";Vehicular Electronics and Safety (ICVES), 2010 IEEE International Conference on;2010;IEEE ;O;O;O;;;;;;;;
Model driven testing with time augmented markov chain usage models: Computations and test case generation algorithms for time augmented Markov Chain Usage Models;Siegl S., Entin V., German R., Kiffe G.;ICSOFT 2009 - 4th International Conference on Software and Data Technologies, Proceedings;2009;Scopus;O;O;O;;;;;;;;
Model driven therapy - The instance of computer assisted medical interventions;"Cinquin P;Troccaz I;";Methods of Information in Medicine;2003;WOS;;;;;;O;;;;;
Model driven vehicle system engineering: Requirements, issues and challenges;Jennings M.;2008 Proceedings of the ASME International Design Engineering Technical Conferences and Computers and Information in Engineering Conference, DETC 2008;2009;Scopus;O;O;O;;;;;;;;
Model for service license in API ecosystems;Vukovic M., Zeng L.Z., Rajagopal S.;Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics);2014;Scopus;O;O;O;;;;;;;;
Model predictive control allocation for stability improvement of four-wheel drive electric vehicles in critical driving condition;"Zhao, Haiyan; Gao, Bingzhao; Ren, Bingtao; Chen, Hong; Deng, Weiwen";J;2015;WOS;O;O;;;;;;;x;;
Model predictive control as a service - Concept and architecture for use in cloud-based robot control;Vick A., Guhl J., Kruger J.;C;2016;SCOPUS;-;;;;x;x;;;;;
Model reduction for multidisciplinary optimization - application to a 2D wing;Filomeno Coelho R., Breitkopf P., Knopf-Lenoir C.;Structural and Multidisciplinary Optimization;2008;Scopus;O;O;O;;;;;;;;
Model transformations for migrating legacy deployment models in the automotive industry;Gehan M. Selim, Shige Wang, James R. Cordy, Juergen Dingel;Software and Systems Modeling (SoSyM);2015 ;ACM;O;O;O;;;;;;;;
Model transformations for migrating legacy models: An industrial case study;Selim G.M.K., Wang S., Cordy J.R., Dingel J.;Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics);2012;Scopus;O;O;O;;;;;;;;
Model Transformations for the Compilation of Multi-processor Systems-on-Chip;Éric Piel, Philippe Marquet, Jean-Luc Dekeyser;Generative and Transformational Techniques in Software Engineering II;2007  ;ACM;O;O;O;;;;;;;;
Model- and data-driven harmonic topographic maps;Pena M., Fyfe C.;WSEAS Transactions on Computers;2005;Scopus;O;O;O;;;;;;;;
Model-Based 3D Object Recognition in RGB-D Images;Stefańczyk M., Kasprzak W.;Intelligent Systems Reference Library;2018;SCOPUS;N;;;;;;;;;;
Model-based design: a report from the trenches of the DARPA Urban Challenge;"Sprinkle J;Eklund J;Gonzalez H;Grotli EI;Upcroft B;Makarenko A;Uther W;Moser M;Fitch R;Durrant-Whyte H;Sastry SS;";Software and Systems Modeling;2009;WOS;;;;;;;;;;;
Model-Based Development of Knowledge-Driven Self-Reconfigurable Machine Control Systems;"N. Zhou; D. Li; S. Li; S. Wang; C. Liu";IEEE Access;2017;IEEE;NO;;;;;;;;;;
Model-based development of modular complex systems for accomplishing system integration for Industry 4.0;Suri K., Cuccuru A., Cadavid J., Gerard S., Gaaloul W., Tata S.;MODELSWARD 2017 - Proceedings of the 5th International Conference on Model-Driven Engineering and Software Development;2017;SCOPUS;N;;;;;;;;;;
Model-based development of self-adaptive autonomous vehicles using the SMARDT methodology;Hillemacher S., Kriebel S., Kusmenko E., Lorang M., Rumpe B., Sema A., Strobl G., Von Wenckstern M.;MODELSWARD 2018 - Proceedings of the 6th International Conference on Model-Driven Engineering and Software Development;2018;SCOPUS;N;;;;;;;;;;
"Model-based Engineering &#38; Simulation of Software-intensive Systems-of-systems: Experience Report and Lessons Learned";Valdemar Vicente Graciano Neto and Wallace  Manzano and Mohammad  Kassab and Elisa Yumi Nakagawa;ECSA '18;2018;ACM;No;;;;;;;;;;
Model-Based Engineering and Analysis of Space-Aware Systems Communicating via IEEE 802.11;Han F., Blech J.O., Herrmann P., Schmidt H.;C;2015;SCOPUS;X;X;X;X;X;X;O;O;O;O;YES
Model-based engineering and simulation of software-intensive systems-of-systems: Experience report and lessons learned;Neto V.V.G., Manzano W., Nakagawa E.Y., Kassab M.;ACM International Conference Proceeding Series;2018;SCOPUS;N;;;;;;;;;;
Model-based engineering for change-tolerant systems;Bohner S., Ravichandar R., Arthur J.;Innovations in Systems and Software Engineering;2007;Scopus;o;o;o;;;;;;;;
Model-based engineering of autonomous systems using ontologies and metamodels;J. Bermejo-Alonso C. HernÃ¡ndez R. Sanz;2016 IEEE International Symposium on Systems Engineering (ISSE);2016;IEEE;x;x;x;x;x;x;;;;;YES
Model-based Evaluation of Practical Sensor Noise Impacts in Articulated Vehicle Driving Scenarios;"Fuchs, Christian; Knopp, Benjamin; Zoebel, Dieter; Paulus, Dietrich";2017 28TH IEEE INTELLIGENT VEHICLES SYMPOSIUM (IV 2017);2017;WOS;N;;;;;;;;;;
Model-based generation of a requirements monitor;Kneer F., Kamsties E.;CEUR Workshop Proceedings;2015;Scopus;X;X;X;X;X;X;O;O;O;O;YES
Model-based interactive ubiquitous systems;Schlegel, T., Pietschmann, S., Kühn, R;Source of the Document EICS'12 - Proceedings of the 2012 ACM SIGCHI Symposium on Engineering Interactive Computing Systems;2012;Scopus;;;;o;;;;;;;
Model-based monitoring for early warning flood detection;Elizabeth A. Basha, Sai Ravela, Daniela Rus;SenSys '08: Proceedings of the 6th ACM conference on Embedded network sensor systems;2008  ;ACM;O;O;O;;;;;;;;
Model-based object recognition using a large-field passive tactile sensor;"Roach, J.W.; Paripati, P.K.; Wade, M.";Systems, Man and Cybernetics, IEEE Transactions on;1989;IEEE ;;;;;;;;;;X;
Model-Based Probabilistic Pursuit via Inverse Reinforcement Learning;"F. Shkurti; N. Kakodkar; G. Dudek";2018 IEEE International Conference on Robotics and Automation (ICRA);2018;IEEE;NO;;;;;;;;;;
Model-Based Probabilistic Situation Inference in Hierarchical Hypothesis Spaces ;Levitt, Tod S.;;1986;ScienceDirect;;;;;;;;;;X;
Model-Based Range Extension Control System for Electric Vehicles With Front and Rear Driving-Braking Force Distributions;"Fujimoto, Hiroshi; Harada, Shingo";J;2015;WOS;O;O;;;;;;;X;;
Model-based Real-time Testing of Drone Autopilots;Andrea Patelli and Luca Mottola;W;2016;ACM;-;;;;x;x;;;;;
Model-based self-explanatory UIs for free, but are they valuable?;Garcia Frey A., Calvary G., Dupuy-Chessa S., Mandran N.;Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics);2013;Scopus;O;O;O;;;;;;;;
Model-based software engineering for an imaging CubeSat and its extrapolation to other missions;"Mohammad, Atif; Straub, Jeremy; Korvald, Christoffer; Grant, Emanuel";Aerospace Conference, 2013 IEEE;2013;IEEE ;O;O;O;;;;;;;;
Model-Based Software Synthesis for Self-Reconfigurable Sensor Network in Water Monitoring;"Kun Zhang; Sprinkle, J.";Engineering of Computer Based Systems (ECBS), 2013 20th IEEE International Conference and Workshops on the;2013;IEEE ;O;O;O;;;;;;;;
Model-based spacecraft and mission design for the evaluation of technology;"Bieber, B.S.; Ong, C.; Needham, J.M.; Huo, B.; Magee, A.C.; Montouri, C.S.; Chi Won Ko; Peterson, C.E.";Aerospace Conference, 2006 IEEE;2006;IEEE ;O;O;O;;;;;;;;
Model-based spacecraft fault management design & formal validation;C. Gibson M. Bonnici J. F. Castet;2015 IEEE Aerospace Conference;2015;IEEE;o;;;;;;;;;;
Model-based user interface development for adaptive self-service systems;Yigitbas E., Fischer H., Sauer S.;Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics);2014;Scopus;O;O;O;;;;;;;;
Model-Driven Adaptive Self-healing for Autonomic Computing;Yan Liu, Jing Zhang, John Strassner;Proceedings of the 3rd IEEE international workshop on Modelling Autonomic Communications Environments;2008;ACM;O;O;O;;;;;;;;
Model-driven agent-based simulation development: A modeling language and empirical evaluation in the adaptive traffic signal control domain;Santos F., Nunes I., Bazzan A.L.C.;Simulation Modelling Practice and Theory;2018;SCOPUS;N;;;;;;;;;;
Model-driven analysis and design for software development of autonomous underwater vehicles;Ortiz F.J., Insaurralde C.C., Alonso D., Sanchez F., Petillot Y.R.;Robotica;2014;Scopus;X;X;X;X;X;X;O;O;O;O;YES
Model-Driven Analysis of Eyeblink Classical Conditioning Reveals the Underlying Structure of Cerebellar Plasticity and Neuronal Activity;A. Antonietti C. Casellato E. D'Angelo A. Pedrocchi;IEEE Transactions on Neural Networks and Learning Systems;2017;IEEE;o;o;;;;;;;x;;
Model-Driven Analysis of Eyeblink Classical Conditioning Reveals the Underlying Structure of Cerebellar Plasticity and Neuronal Activity;"A. Antonietti; C. Casellato; E. D‚ÄôAngelo; A. Pedrocchi";IEEE Transactions on Neural Networks and Learning Systems;2017;IEEE;NO;;;;;;;;;;
Model-driven approach for self-aware pervasive systems;E. Gerbert-Gaillard S. Chollet P. Lalanda;2016 IEEE/ACIS 15th International Conference on Computer and Information Science (ICIS);2016;IEEE;o;o;;;;;;;;;
Model-driven approaches for service-based applications development;Sulistyo S., Prinz A.;ICSOFT 2010 - Proceedings of the 5th International Conference on Software and Data Technologies;2010;Scopus;;;;;;O;;;;;
Model-Driven Approaches for Simulation Engineering, Mod4Sim 2017 - 2017 Spring Simulation Multi-Conference, SpringSim 2017;[No author name available];Simulation Series;2017;SCOPUS;N;;;;;;;;;;
Model-driven architectural monitoring and adaptation for autonomic systems;Thomas Vogel, Stefan Neumann, Stephan Hildebrandt, Holger Giese, Basil Becker;ICAC '09: Proceedings of the 6th international conference on Autonomic computing;2009  ;ACM;O;O;O;;;;;;;;
Model-Driven Architecture Approach for Data Warehouse;"Fernandes, L.A.; Neto, B.H.; Fagundes, V.; Zimbrao, G.; de Souza, J.M.; Salvador, R.";Autonomic and Autonomous Systems (ICAS), 2010 Sixth International Conference on;2010;IEEE ;O;O;O;;;;;;;;
Model-Driven Assessment of QoS-Aware Self-Adaptation;Vincenzo Grassi, Raffaela Mirandola, Enrico Randazzo;Software Engineering for Self-Adaptive Systems;2009;ACM;O;O;O;;;;;;;;
Model-driven automated software FMEA;"Snooke, N.; Price, C.";Reliability and Maintainability Symposium (RAMS), 2011 Proceedings - Annual;2011;IEEE ;O;O;O;;;;;;;;
Model-driven autonomic architecture;Calinescu R.;Fourth International Conference on Autonomic Computing, ICAC'07;2007;Scopus;O;O;O;;;;;;;;
Model-driven behavior specification for robotic teams;Alexandros Paraschos, Nikolaos I. Spanoudakis, Michail G. Lagoudakis;Proceedings of the 11th International Conference on Autonomous Agents and Multiagent Systems - Volume 1;2012;ACM;X;X;X;X;X;X;O;O;O;O;YES
Model-driven complex workflow automation for laboratories;"Holzmuller-Laue, S.; Gode, B.; Thurow, K.";Automation Science and Engineering (CASE), 2013 IEEE International Conference on;2013;IEEE ;O;O;O;;;;;;;;
Model-driven context management for self-adaptive user interfaces;Yigitbas E., Grün S., Sauer S., Engels G.;Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics);2017;SCOPUS;N;;;;;;;;;;
Model-driven data cleaning for signal processing system in sensor networks;"Nan Jiang; Zhiqiang Chen";Signal Processing Systems (ICSPS), 2010 2nd International Conference on;2010;IEEE ;O;O;O;;;;;;;;
Model-Driven Data Mining in the Oil & Gas Exploration and Production;"Xiongyan Li; Hongqi Li; Zhuang Wu";Knowledge Acquisition and Modeling, 2009. KAM '09. Second International Symposium on;2009;IEEE ;O;O;O;;;;;;;;
Model-driven design for the development of multi-platform smartphone applications;Botturi G., Ebeid E., Fummi F., Quaglia D.;Forum on Specification and Design Languages;2013;Scopus;O;O;O;;;;;;;;
Model-Driven Design Using IEC 61499: A Synchronous Approach for Embedded and Automation Systems;Li Hsien Yoong, Partha S. Roop, Zeeshan E. Bhatti, Matthew Ming Yen Kuo;Model-Driven Design Using IEC 61499: A Synchronous Approach for Embedded and Automation Systems;2014  ;ACM;;;;;;;;X;;;
Model-driven determination of object pose for a visually servoed robot;"Rutkowski, Wallace S.; Benton, R.; Kent, E.";Robotics and Automation. Proceedings. 1987 IEEE International Conference on;1987;IEEE ;;;;;;;;;;X;
Model-Driven Development and Adaptation of Autonomous Control Applications;"Parzyjegla, H.; Jaeger, M.A.; Muhl, G.; Weis, T.";Distributed Systems Online, IEEE;2008;IEEE ;O;O;O;;;;;;;;
Model-Driven Development Architectures to Solve Complex Autonomous Robotics Problems;A. Beaulieu S. N. Givigi D. Ouellet J. T. Turner;IEEE Systems Journal;2016;IEEE;X;X;X;X;X;X;O;O;O;O;YES
Model-driven development in industrial automation: Automating the development of industrial automation systems using model transformations;Maurmaier M., Gohner P.;ICINCO 2009 - 6th International Conference on Informatics in Control, Automation and Robotics, Proceedings;2009;Scopus;O;O;O;;;;;;;;
Model-Driven Development in Robotics Domain: A Systematic Literature Review;T. Heineck E. GonÃ§alves A. Sousa M. Oliveira J. Castro;2016 X Brazilian Symposium on Software Components, Architectures and Reuse (SBCARS);2016;IEEE;;;;;;;x;;;;
